Column 1,Column 2,Column 3,Column 4,Column 5,Column 6
,,,,,
,,,,,
"<app-krankenhaus-standort-adresse _ngcontent-xcy-c7="""" _nghost-xcy-c14=""""><address _ngcontent-xcy-c14=""""> Städtisches Klinikum Dresden, Städtisches Klinikum Dresden - Standort Friedrichstadt<br _ngcontent-xcy-c14=""""> Friedrichstraße 41<br _ngcontent-xcy-c14=""""> 01067 Dresden<br _ngcontent-xcy-c14=""""> Sachsen
</address></app-krankenhaus-standort-adresse>","<app-ampel-verfuegbarkeit _ngcontent-xcy-c7="""" _nghost-xcy-c15=""""><!----><span _ngcontent-xcy-c15="""" class=""verfuegbarkeit level-BEGRENZT ng-star-inserted"" title=""BEGRENZT""></span></app-ampel-verfuegbarkeit>","<app-ampel-verfuegbarkeit _ngcontent-xcy-c7="""" _nghost-xcy-c15=""""><!----><span _ngcontent-xcy-c15="""" class=""verfuegbarkeit level-VERFUEGBAR ng-star-inserted"" title=""VERFUEGBAR""></span></app-ampel-verfuegbarkeit>","<app-ampel-verfuegbarkeit _ngcontent-xcy-c7="""" _nghost-xcy-c15=""""><!----></app-ampel-verfuegbarkeit>",11.04.2020 09:20 Uhr,Kontakte anzeigen
"<app-krankenhaus-standort-adresse _ngcontent-xcy-c7="""" _nghost-xcy-c14=""""><address _ngcontent-xcy-c14=""""> Städtisches Klinikum Dresden, Städtisches Klinikum Dresden - Standort Neustadt/Trachau<br _ngcontent-xcy-c14=""""> Industriestraße 40<br _ngcontent-xcy-c14=""""> 01129 Dresden<br _ngcontent-xcy-c14=""""> Sachsen
</address></app-krankenhaus-standort-adresse>","<app-ampel-verfuegbarkeit _ngcontent-xcy-c7="""" _nghost-xcy-c15=""""><!----><span _ngcontent-xcy-c15="""" class=""verfuegbarkeit level-VERFUEGBAR ng-star-inserted"" title=""VERFUEGBAR""></span></app-ampel-verfuegbarkeit>","<app-ampel-verfuegbarkeit _ngcontent-xcy-c7="""" _nghost-xcy-c15=""""><!----><span _ngcontent-xcy-c15="""" class=""verfuegbarkeit level-VERFUEGBAR ng-star-inserted"" title=""VERFUEGBAR""></span></app-ampel-verfuegbarkeit>","<app-ampel-verfuegbarkeit _ngcontent-xcy-c7="""" _nghost-xcy-c15=""""><!----></app-ampel-verfuegbarkeit>",11.04.2020 14:53 Uhr,Kontakte anzeigen
"<app-krankenhaus-standort-adresse _ngcontent-xcy-c7="""" _nghost-xcy-c14=""""><address _ngcontent-xcy-c14=""""> Herzzentrum Dresden<br _ngcontent-xcy-c14=""""> Fetscherstraße 76<br _ngcontent-xcy-c14=""""> 01307 Dresden<br _ngcontent-xcy-c14=""""> Sachsen
</address></app-krankenhaus-standort-adresse>","<app-ampel-verfuegbarkeit _ngcontent-xcy-c7="""" _nghost-xcy-c15=""""><!----><span _ngcontent-xcy-c15="""" class=""verfuegbarkeit level-BEGRENZT ng-star-inserted"" title=""BEGRENZT""></span></app-ampel-verfuegbarkeit>","<app-ampel-verfuegbarkeit _ngcontent-xcy-c7="""" _nghost-xcy-c15=""""><!----><span _ngcontent-xcy-c15="""" class=""verfuegbarkeit level-VERFUEGBAR ng-star-inserted"" title=""VERFUEGBAR""></span></app-ampel-verfuegbarkeit>","<app-ampel-verfuegbarkeit _ngcontent-xcy-c7="""" _nghost-xcy-c15=""""><!----><span _ngcontent-xcy-c15="""" class=""verfuegbarkeit level-VERFUEGBAR ng-star-inserted"" title=""VERFUEGBAR""></span></app-ampel-verfuegbarkeit>",09.04.2020 11:45 Uhr,Kontakte anzeigen
"<app-krankenhaus-standort-adresse _ngcontent-xcy-c7="""" _nghost-xcy-c14=""""><address _ngcontent-xcy-c14=""""> Universitätsklinikum Carl Gustav Carus an der TU Dresden, Universitätsklinikum Carl Gustav Carus an der TU Dresden, Fetscherstr. 74, 01307 Dresden<br _ngcontent-xcy-c14=""""> Fetscherstr. 74<br _ngcontent-xcy-c14=""""> 01307 Dresden<br _ngcontent-xcy-c14=""""> Sachsen
</address></app-krankenhaus-standort-adresse>","<app-ampel-verfuegbarkeit _ngcontent-xcy-c7="""" _nghost-xcy-c15=""""><!----><span _ngcontent-xcy-c15="""" class=""verfuegbarkeit level-VERFUEGBAR ng-star-inserted"" title=""VERFUEGBAR""></span></app-ampel-verfuegbarkeit>","<app-ampel-verfuegbarkeit _ngcontent-xcy-c7="""" _nghost-xcy-c15=""""><!----><span _ngcontent-xcy-c15="""" class=""verfuegbarkeit level-VERFUEGBAR ng-star-inserted"" title=""VERFUEGBAR""></span></app-ampel-verfuegbarkeit>","<app-ampel-verfuegbarkeit _ngcontent-xcy-c7="""" _nghost-xcy-c15=""""><!----><span _ngcontent-xcy-c15="""" class=""verfuegbarkeit level-VERFUEGBAR ng-star-inserted"" title=""VERFUEGBAR""></span></app-ampel-verfuegbarkeit>",09.04.2020 11:23 Uhr,Kontakte anzeigen
"<app-krankenhaus-standort-adresse _ngcontent-xcy-c7="""" _nghost-xcy-c14=""""><address _ngcontent-xcy-c14=""""> ELBLANDKLINIKUM Radebeul<br _ngcontent-xcy-c14=""""> Heinrich-Zille-Straße 13<br _ngcontent-xcy-c14=""""> 01445 Radebeul<br _ngcontent-xcy-c14=""""> Sachsen
</address></app-krankenhaus-standort-adresse>","<app-ampel-verfuegbarkeit _ngcontent-xcy-c7="""" _nghost-xcy-c15=""""><!----><span _ngcontent-xcy-c15="""" class=""verfuegbarkeit level-VERFUEGBAR ng-star-inserted"" title=""VERFUEGBAR""></span></app-ampel-verfuegbarkeit>","<app-ampel-verfuegbarkeit _ngcontent-xcy-c7="""" _nghost-xcy-c15=""""><!----><span _ngcontent-xcy-c15="""" class=""verfuegbarkeit level-VERFUEGBAR ng-star-inserted"" title=""VERFUEGBAR""></span></app-ampel-verfuegbarkeit>","<app-ampel-verfuegbarkeit _ngcontent-xcy-c7="""" _nghost-xcy-c15=""""><!----></app-ampel-verfuegbarkeit>",11.04.2020 08:13 Uhr,Kontakte anzeigen
"<app-krankenhaus-standort-adresse _ngcontent-xcy-c7="""" _nghost-xcy-c14=""""><address _ngcontent-xcy-c14=""""> ASKLEPIOS-ASB Klinik Radeberg, Asklepios-ASB Klinik Radeberg<br _ngcontent-xcy-c14=""""> Pulsnitzer Straße 60<br _ngcontent-xcy-c14=""""> 01454 Radeberg, Sachsen<br _ngcontent-xcy-c14=""""> Sachsen
</address></app-krankenhaus-standort-adresse>","<app-ampel-verfuegbarkeit _ngcontent-xcy-c7="""" _nghost-xcy-c15=""""><!----><span _ngcontent-xcy-c15="""" class=""verfuegbarkeit level-NICHT_VERFUEGBAR ng-star-inserted"" title=""NICHT_VERFUEGBAR""></span></app-ampel-verfuegbarkeit>","<app-ampel-verfuegbarkeit _ngcontent-xcy-c7="""" _nghost-xcy-c15=""""><!----><span _ngcontent-xcy-c15="""" class=""verfuegbarkeit level-VERFUEGBAR ng-star-inserted"" title=""VERFUEGBAR""></span></app-ampel-verfuegbarkeit>","<app-ampel-verfuegbarkeit _ngcontent-xcy-c7="""" _nghost-xcy-c15=""""><!----></app-ampel-verfuegbarkeit>",07.04.2020 17:14 Uhr,Kontakte anzeigen
"<app-krankenhaus-standort-adresse _ngcontent-xcy-c7="""" _nghost-xcy-c14=""""><address _ngcontent-xcy-c14=""""> Sächsisches Krankenhaus Arnsdorf, Arnsdorf<br _ngcontent-xcy-c14=""""> Hufelandstraße 15<br _ngcontent-xcy-c14=""""> 01477 Arnsdorf bei Dresden<br _ngcontent-xcy-c14=""""> Sachsen
</address></app-krankenhaus-standort-adresse>","<app-ampel-verfuegbarkeit _ngcontent-xcy-c7="""" _nghost-xcy-c15=""""><!----><span _ngcontent-xcy-c15="""" class=""verfuegbarkeit level-NICHT_VERFUEGBAR ng-star-inserted"" title=""NICHT_VERFUEGBAR""></span></app-ampel-verfuegbarkeit>","<app-ampel-verfuegbarkeit _ngcontent-xcy-c7="""" _nghost-xcy-c15=""""><!----><span _ngcontent-xcy-c15="""" class=""verfuegbarkeit level-BEGRENZT ng-star-inserted"" title=""BEGRENZT""></span></app-ampel-verfuegbarkeit>","<app-ampel-verfuegbarkeit _ngcontent-xcy-c7="""" _nghost-xcy-c15=""""><!----><span _ngcontent-xcy-c15="""" class=""verfuegbarkeit level-NICHT_VERFUEGBAR ng-star-inserted"" title=""NICHT_VERFUEGBAR""></span></app-ampel-verfuegbarkeit>",26.03.2020 14:14 Uhr,Kontakte anzeigen
"<app-krankenhaus-standort-adresse _ngcontent-xcy-c7="""" _nghost-xcy-c14=""""><address _ngcontent-xcy-c14=""""> ELBLAND Reha- und Präventionsklinik Großenhain<br _ngcontent-xcy-c14=""""> Am Bobersberg 4<br _ngcontent-xcy-c14=""""> 01558 Großenhain, Sachsen<br _ngcontent-xcy-c14=""""> Sachsen
</address></app-krankenhaus-standort-adresse>","<app-ampel-verfuegbarkeit _ngcontent-xcy-c7="""" _nghost-xcy-c15=""""><!----><span _ngcontent-xcy-c15="""" class=""verfuegbarkeit level-BEGRENZT ng-star-inserted"" title=""BEGRENZT""></span></app-ampel-verfuegbarkeit>","<app-ampel-verfuegbarkeit _ngcontent-xcy-c7="""" _nghost-xcy-c15=""""><!----><span _ngcontent-xcy-c15="""" class=""verfuegbarkeit level-BEGRENZT ng-star-inserted"" title=""BEGRENZT""></span></app-ampel-verfuegbarkeit>","<app-ampel-verfuegbarkeit _ngcontent-xcy-c7="""" _nghost-xcy-c15=""""><!----></app-ampel-verfuegbarkeit>",09.04.2020 15:56 Uhr,Kontakte anzeigen
