Column 1,Column 2,Column 3,Column 4,Column 5,Column 6
,,,,,
,,,,,
"<app-krankenhaus-standort-adresse _ngcontent-tly-c168="""" _nghost-tly-c165=""""><address _ngcontent-tly-c165=""""><span _ngcontent-tly-c165="""" class=""ng-star-inserted"">Städtisches Klinikum Dresden, Städtisches Klinikum Dresden - Standort Friedrichstadt<br _ngcontent-tly-c165=""""></span><!----> Friedrichstraße 41<br _ngcontent-tly-c165=""""> 01067 Dresden<br _ngcontent-tly-c165=""""> Sachsen
</address></app-krankenhaus-standort-adresse>","<app-ampel-verfuegbarkeit _ngcontent-tly-c168="""" _nghost-tly-c166=""""><span _ngcontent-tly-c166="""" class=""level-VERFUEGBAR verfuegbarkeit ng-star-inserted"" aria-describedby=""cdk-describedby-message-12"" cdk-describedby-host=""""></span><!----><!----></app-ampel-verfuegbarkeit>","<app-ampel-verfuegbarkeit _ngcontent-tly-c168="""" _nghost-tly-c166=""""><span _ngcontent-tly-c166="""" class=""level-VERFUEGBAR verfuegbarkeit ng-star-inserted"" aria-describedby=""cdk-describedby-message-12"" cdk-describedby-host=""""></span><!----><!----></app-ampel-verfuegbarkeit>","<app-ampel-verfuegbarkeit _ngcontent-tly-c168="""" _nghost-tly-c166=""""><!----></app-ampel-verfuegbarkeit>",10.05.2020 07:45 Uhr,Kontakte anzeigen
"<app-krankenhaus-standort-adresse _ngcontent-tly-c168="""" _nghost-tly-c165=""""><address _ngcontent-tly-c165=""""><span _ngcontent-tly-c165="""" class=""ng-star-inserted"">Diakonissenkrankenhaus Dresden<br _ngcontent-tly-c165=""""></span><!----> Holzhofgasse 29<br _ngcontent-tly-c165=""""> 01099 Dresden<br _ngcontent-tly-c165=""""> Sachsen
</address></app-krankenhaus-standort-adresse>","<app-ampel-verfuegbarkeit _ngcontent-tly-c168="""" _nghost-tly-c166=""""><span _ngcontent-tly-c166="""" class=""level-VERFUEGBAR verfuegbarkeit ng-star-inserted"" aria-describedby=""cdk-describedby-message-12"" cdk-describedby-host=""""></span><!----><!----></app-ampel-verfuegbarkeit>","<app-ampel-verfuegbarkeit _ngcontent-tly-c168="""" _nghost-tly-c166=""""><span _ngcontent-tly-c166="""" class=""level-VERFUEGBAR verfuegbarkeit ng-star-inserted"" aria-describedby=""cdk-describedby-message-12"" cdk-describedby-host=""""></span><!----><!----></app-ampel-verfuegbarkeit>","<app-ampel-verfuegbarkeit _ngcontent-tly-c168="""" _nghost-tly-c166=""""><!----></app-ampel-verfuegbarkeit>",10.05.2020 08:06 Uhr,Kontakte anzeigen
"<app-krankenhaus-standort-adresse _ngcontent-tly-c168="""" _nghost-tly-c165=""""><address _ngcontent-tly-c165=""""><span _ngcontent-tly-c165="""" class=""ng-star-inserted"">Städtisches Klinikum Dresden, Städtisches Klinikum Dresden - Standort Neustadt/Trachau<br _ngcontent-tly-c165=""""></span><!----> Industriestraße 40<br _ngcontent-tly-c165=""""> 01129 Dresden<br _ngcontent-tly-c165=""""> Sachsen
</address></app-krankenhaus-standort-adresse>","<app-ampel-verfuegbarkeit _ngcontent-tly-c168="""" _nghost-tly-c166=""""><span _ngcontent-tly-c166="""" class=""level-VERFUEGBAR verfuegbarkeit ng-star-inserted"" aria-describedby=""cdk-describedby-message-12"" cdk-describedby-host=""""></span><!----><!----></app-ampel-verfuegbarkeit>","<app-ampel-verfuegbarkeit _ngcontent-tly-c168="""" _nghost-tly-c166=""""><span _ngcontent-tly-c166="""" class=""level-VERFUEGBAR verfuegbarkeit ng-star-inserted"" aria-describedby=""cdk-describedby-message-12"" cdk-describedby-host=""""></span><!----><!----></app-ampel-verfuegbarkeit>","<app-ampel-verfuegbarkeit _ngcontent-tly-c168="""" _nghost-tly-c166=""""><!----></app-ampel-verfuegbarkeit>",10.05.2020 08:09 Uhr,Kontakte anzeigen
"<app-krankenhaus-standort-adresse _ngcontent-tly-c168="""" _nghost-tly-c165=""""><address _ngcontent-tly-c165=""""><span _ngcontent-tly-c165="""" class=""ng-star-inserted"">Herzzentrum Dresden<br _ngcontent-tly-c165=""""></span><!----> Fetscherstraße 76<br _ngcontent-tly-c165=""""> 01307 Dresden<br _ngcontent-tly-c165=""""> Sachsen
</address></app-krankenhaus-standort-adresse>","<app-ampel-verfuegbarkeit _ngcontent-tly-c168="""" _nghost-tly-c166=""""><span _ngcontent-tly-c166="""" class=""level-VERFUEGBAR verfuegbarkeit ng-star-inserted"" aria-describedby=""cdk-describedby-message-12"" cdk-describedby-host=""""></span><!----><!----></app-ampel-verfuegbarkeit>","<app-ampel-verfuegbarkeit _ngcontent-tly-c168="""" _nghost-tly-c166=""""><span _ngcontent-tly-c166="""" class=""level-VERFUEGBAR verfuegbarkeit ng-star-inserted"" aria-describedby=""cdk-describedby-message-12"" cdk-describedby-host=""""></span><!----><!----></app-ampel-verfuegbarkeit>","<app-ampel-verfuegbarkeit _ngcontent-tly-c168="""" _nghost-tly-c166=""""><span _ngcontent-tly-c166="""" class=""level-VERFUEGBAR verfuegbarkeit ng-star-inserted"" aria-describedby=""cdk-describedby-message-12"" cdk-describedby-host=""""></span><!----><!----></app-ampel-verfuegbarkeit>",10.05.2020 08:19 Uhr,Kontakte anzeigen
"<app-krankenhaus-standort-adresse _ngcontent-tly-c168="""" _nghost-tly-c165=""""><address _ngcontent-tly-c165=""""><span _ngcontent-tly-c165="""" class=""ng-star-inserted"">Krankenhaus St. Joseph-Stift Dresden GmbH, Krankenhaus St. Joseph-Stift Dresden<br _ngcontent-tly-c165=""""></span><!----> Wintergartenstraße 15/17<br _ngcontent-tly-c165=""""> 01307 Dresden<br _ngcontent-tly-c165=""""> Sachsen
</address></app-krankenhaus-standort-adresse>","<app-ampel-verfuegbarkeit _ngcontent-tly-c168="""" _nghost-tly-c166=""""><span _ngcontent-tly-c166="""" class=""level-VERFUEGBAR verfuegbarkeit ng-star-inserted"" aria-describedby=""cdk-describedby-message-12"" cdk-describedby-host=""""></span><!----><!----></app-ampel-verfuegbarkeit>","<app-ampel-verfuegbarkeit _ngcontent-tly-c168="""" _nghost-tly-c166=""""><span _ngcontent-tly-c166="""" class=""level-VERFUEGBAR verfuegbarkeit ng-star-inserted"" aria-describedby=""cdk-describedby-message-12"" cdk-describedby-host=""""></span><!----><!----></app-ampel-verfuegbarkeit>","<app-ampel-verfuegbarkeit _ngcontent-tly-c168="""" _nghost-tly-c166=""""><!----></app-ampel-verfuegbarkeit>",10.05.2020 08:03 Uhr,Kontakte anzeigen
"<app-krankenhaus-standort-adresse _ngcontent-tly-c168="""" _nghost-tly-c165=""""><address _ngcontent-tly-c165=""""><span _ngcontent-tly-c165="""" class=""ng-star-inserted"">Universitätsklinikum Carl Gustav Carus an der TU Dresden, Universitätsklinikum Carl Gustav Carus an der TU Dresden, Fetscherstr. 74, 01307 Dresden<br _ngcontent-tly-c165=""""></span><!----> Fetscherstr. 74<br _ngcontent-tly-c165=""""> 01307 Dresden<br _ngcontent-tly-c165=""""> Sachsen
</address></app-krankenhaus-standort-adresse>","<app-ampel-verfuegbarkeit _ngcontent-tly-c168="""" _nghost-tly-c166=""""><span _ngcontent-tly-c166="""" class=""level-VERFUEGBAR verfuegbarkeit ng-star-inserted"" aria-describedby=""cdk-describedby-message-12"" cdk-describedby-host=""""></span><!----><!----></app-ampel-verfuegbarkeit>","<app-ampel-verfuegbarkeit _ngcontent-tly-c168="""" _nghost-tly-c166=""""><span _ngcontent-tly-c166="""" class=""level-VERFUEGBAR verfuegbarkeit ng-star-inserted"" aria-describedby=""cdk-describedby-message-12"" cdk-describedby-host=""""></span><!----><!----></app-ampel-verfuegbarkeit>","<app-ampel-verfuegbarkeit _ngcontent-tly-c168="""" _nghost-tly-c166=""""><span _ngcontent-tly-c166="""" class=""level-VERFUEGBAR verfuegbarkeit ng-star-inserted"" aria-describedby=""cdk-describedby-message-12"" cdk-describedby-host=""""></span><!----><!----></app-ampel-verfuegbarkeit>",10.05.2020 07:36 Uhr,Kontakte anzeigen
"<app-krankenhaus-standort-adresse _ngcontent-tly-c168="""" _nghost-tly-c165=""""><address _ngcontent-tly-c165=""""><span _ngcontent-tly-c165="""" class=""ng-star-inserted"">ELBLANDKLINIKUM Radebeul<br _ngcontent-tly-c165=""""></span><!----> Heinrich-Zille-Straße 13<br _ngcontent-tly-c165=""""> 01445 Radebeul<br _ngcontent-tly-c165=""""> Sachsen
</address></app-krankenhaus-standort-adresse>","<app-ampel-verfuegbarkeit _ngcontent-tly-c168="""" _nghost-tly-c166=""""><!----></app-ampel-verfuegbarkeit>","<app-ampel-verfuegbarkeit _ngcontent-tly-c168="""" _nghost-tly-c166=""""><span _ngcontent-tly-c166="""" class=""level-VERFUEGBAR verfuegbarkeit ng-star-inserted"" aria-describedby=""cdk-describedby-message-12"" cdk-describedby-host=""""></span><!----><!----></app-ampel-verfuegbarkeit>","<app-ampel-verfuegbarkeit _ngcontent-tly-c168="""" _nghost-tly-c166=""""><!----></app-ampel-verfuegbarkeit>",10.05.2020 05:43 Uhr,Kontakte anzeigen
"<app-krankenhaus-standort-adresse _ngcontent-tly-c168="""" _nghost-tly-c165=""""><address _ngcontent-tly-c165=""""><span _ngcontent-tly-c165="""" class=""ng-star-inserted"">ASKLEPIOS-ASB Klinik Radeberg, Asklepios-ASB Klinik Radeberg<br _ngcontent-tly-c165=""""></span><!----> Pulsnitzer Straße 60<br _ngcontent-tly-c165=""""> 01454 Radeberg, Sachsen<br _ngcontent-tly-c165=""""> Sachsen
</address></app-krankenhaus-standort-adresse>","<app-ampel-verfuegbarkeit _ngcontent-tly-c168="""" _nghost-tly-c166=""""><span _ngcontent-tly-c166="""" class=""level-NICHT_VERFUEGBAR verfuegbarkeit ng-star-inserted"" aria-describedby=""cdk-describedby-message-13"" cdk-describedby-host=""""></span><!----><!----></app-ampel-verfuegbarkeit>","<app-ampel-verfuegbarkeit _ngcontent-tly-c168="""" _nghost-tly-c166=""""><span _ngcontent-tly-c166="""" class=""level-VERFUEGBAR verfuegbarkeit ng-star-inserted"" aria-describedby=""cdk-describedby-message-12"" cdk-describedby-host=""""></span><!----><!----></app-ampel-verfuegbarkeit>","<app-ampel-verfuegbarkeit _ngcontent-tly-c168="""" _nghost-tly-c166=""""><!----></app-ampel-verfuegbarkeit>",10.05.2020 08:17 Uhr,Kontakte anzeigen
