Column 1,Column 2,Column 3,Column 4,Column 5,Column 6
,,,,,
,,,,,
"<app-krankenhaus-standort-adresse _ngcontent-ksy-c165="""" _nghost-ksy-c163=""""><address _ngcontent-ksy-c163=""""><span _ngcontent-ksy-c163="""" class=""ng-star-inserted"">Städtisches Klinikum Dresden, Städtisches Klinikum Dresden - Standort Friedrichstadt<br _ngcontent-ksy-c163=""""></span><!----> Friedrichstraße 41<br _ngcontent-ksy-c163=""""> 01067 Dresden<br _ngcontent-ksy-c163=""""> Sachsen
</address></app-krankenhaus-standort-adresse>","<app-ampel-verfuegbarkeit _ngcontent-ksy-c165="""" _nghost-ksy-c153=""""><span _ngcontent-ksy-c153="""" class=""level-VERFUEGBAR verfuegbarkeit ng-star-inserted"" aria-describedby=""cdk-describedby-message-6"" cdk-describedby-host=""""></span><!----><!----></app-ampel-verfuegbarkeit>","<app-ampel-verfuegbarkeit _ngcontent-ksy-c165="""" _nghost-ksy-c153=""""><span _ngcontent-ksy-c153="""" class=""level-VERFUEGBAR verfuegbarkeit ng-star-inserted"" aria-describedby=""cdk-describedby-message-6"" cdk-describedby-host=""""></span><!----><!----></app-ampel-verfuegbarkeit>","<app-ampel-verfuegbarkeit _ngcontent-ksy-c165="""" _nghost-ksy-c153=""""><!----></app-ampel-verfuegbarkeit>",28.06.2020 03:44 Uhr,Kontakte anzeigen
"<app-krankenhaus-standort-adresse _ngcontent-ksy-c165="""" _nghost-ksy-c163=""""><address _ngcontent-ksy-c163=""""><span _ngcontent-ksy-c163="""" class=""ng-star-inserted"">Diakonissenkrankenhaus Dresden<br _ngcontent-ksy-c163=""""></span><!----> Holzhofgasse 29<br _ngcontent-ksy-c163=""""> 01099 Dresden<br _ngcontent-ksy-c163=""""> Sachsen
</address></app-krankenhaus-standort-adresse>","<app-ampel-verfuegbarkeit _ngcontent-ksy-c165="""" _nghost-ksy-c153=""""><span _ngcontent-ksy-c153="""" class=""level-VERFUEGBAR verfuegbarkeit ng-star-inserted"" aria-describedby=""cdk-describedby-message-6"" cdk-describedby-host=""""></span><!----><!----></app-ampel-verfuegbarkeit>","<app-ampel-verfuegbarkeit _ngcontent-ksy-c165="""" _nghost-ksy-c153=""""><span _ngcontent-ksy-c153="""" class=""level-VERFUEGBAR verfuegbarkeit ng-star-inserted"" aria-describedby=""cdk-describedby-message-6"" cdk-describedby-host=""""></span><!----><!----></app-ampel-verfuegbarkeit>","<app-ampel-verfuegbarkeit _ngcontent-ksy-c165="""" _nghost-ksy-c153=""""><!----></app-ampel-verfuegbarkeit>",28.06.2020 10:41 Uhr,Kontakte anzeigen
"<app-krankenhaus-standort-adresse _ngcontent-ksy-c165="""" _nghost-ksy-c163=""""><address _ngcontent-ksy-c163=""""><span _ngcontent-ksy-c163="""" class=""ng-star-inserted"">Städtisches Klinikum Dresden, Städtisches Klinikum Dresden - Standort Neustadt/Trachau<br _ngcontent-ksy-c163=""""></span><!----> Industriestraße 40<br _ngcontent-ksy-c163=""""> 01129 Dresden<br _ngcontent-ksy-c163=""""> Sachsen
</address></app-krankenhaus-standort-adresse>","<app-ampel-verfuegbarkeit _ngcontent-ksy-c165="""" _nghost-ksy-c153=""""><span _ngcontent-ksy-c153="""" class=""level-VERFUEGBAR verfuegbarkeit ng-star-inserted"" aria-describedby=""cdk-describedby-message-6"" cdk-describedby-host=""""></span><!----><!----></app-ampel-verfuegbarkeit>","<app-ampel-verfuegbarkeit _ngcontent-ksy-c165="""" _nghost-ksy-c153=""""><span _ngcontent-ksy-c153="""" class=""level-VERFUEGBAR verfuegbarkeit ng-star-inserted"" aria-describedby=""cdk-describedby-message-6"" cdk-describedby-host=""""></span><!----><!----></app-ampel-verfuegbarkeit>","<app-ampel-verfuegbarkeit _ngcontent-ksy-c165="""" _nghost-ksy-c153=""""><!----></app-ampel-verfuegbarkeit>",28.06.2020 11:15 Uhr,Kontakte anzeigen
"<app-krankenhaus-standort-adresse _ngcontent-ksy-c165="""" _nghost-ksy-c163=""""><address _ngcontent-ksy-c163=""""><span _ngcontent-ksy-c163="""" class=""ng-star-inserted"">Herzzentrum Dresden<br _ngcontent-ksy-c163=""""></span><!----> Fetscherstraße 76<br _ngcontent-ksy-c163=""""> 01307 Dresden<br _ngcontent-ksy-c163=""""> Sachsen
</address></app-krankenhaus-standort-adresse>","<app-ampel-verfuegbarkeit _ngcontent-ksy-c165="""" _nghost-ksy-c153=""""><span _ngcontent-ksy-c153="""" class=""level-VERFUEGBAR verfuegbarkeit ng-star-inserted"" aria-describedby=""cdk-describedby-message-6"" cdk-describedby-host=""""></span><!----><!----></app-ampel-verfuegbarkeit>","<app-ampel-verfuegbarkeit _ngcontent-ksy-c165="""" _nghost-ksy-c153=""""><span _ngcontent-ksy-c153="""" class=""level-VERFUEGBAR verfuegbarkeit ng-star-inserted"" aria-describedby=""cdk-describedby-message-6"" cdk-describedby-host=""""></span><!----><!----></app-ampel-verfuegbarkeit>","<app-ampel-verfuegbarkeit _ngcontent-ksy-c165="""" _nghost-ksy-c153=""""><span _ngcontent-ksy-c153="""" class=""level-VERFUEGBAR verfuegbarkeit ng-star-inserted"" aria-describedby=""cdk-describedby-message-6"" cdk-describedby-host=""""></span><!----><!----></app-ampel-verfuegbarkeit>",27.06.2020 07:41 Uhr,Kontakte anzeigen
"<app-krankenhaus-standort-adresse _ngcontent-ksy-c165="""" _nghost-ksy-c163=""""><address _ngcontent-ksy-c163=""""><span _ngcontent-ksy-c163="""" class=""ng-star-inserted"">Krankenhaus St. Joseph-Stift Dresden GmbH, Krankenhaus St. Joseph-Stift Dresden<br _ngcontent-ksy-c163=""""></span><!----> Wintergartenstraße 15/17<br _ngcontent-ksy-c163=""""> 01307 Dresden<br _ngcontent-ksy-c163=""""> Sachsen
</address></app-krankenhaus-standort-adresse>","<app-ampel-verfuegbarkeit _ngcontent-ksy-c165="""" _nghost-ksy-c153=""""><span _ngcontent-ksy-c153="""" class=""level-VERFUEGBAR verfuegbarkeit ng-star-inserted"" aria-describedby=""cdk-describedby-message-6"" cdk-describedby-host=""""></span><!----><!----></app-ampel-verfuegbarkeit>","<app-ampel-verfuegbarkeit _ngcontent-ksy-c165="""" _nghost-ksy-c153=""""><span _ngcontent-ksy-c153="""" class=""level-VERFUEGBAR verfuegbarkeit ng-star-inserted"" aria-describedby=""cdk-describedby-message-6"" cdk-describedby-host=""""></span><!----><!----></app-ampel-verfuegbarkeit>","<app-ampel-verfuegbarkeit _ngcontent-ksy-c165="""" _nghost-ksy-c153=""""><!----></app-ampel-verfuegbarkeit>",28.06.2020 10:40 Uhr,Kontakte anzeigen
"<app-krankenhaus-standort-adresse _ngcontent-ksy-c165="""" _nghost-ksy-c163=""""><address _ngcontent-ksy-c163=""""><span _ngcontent-ksy-c163="""" class=""ng-star-inserted"">Universitätsklinikum Carl Gustav Carus an der TU Dresden, Universitätsklinikum Carl Gustav Carus an der TU Dresden, Fetscherstr. 74, 01307 Dresden<br _ngcontent-ksy-c163=""""></span><!----> Fetscherstr. 74<br _ngcontent-ksy-c163=""""> 01307 Dresden<br _ngcontent-ksy-c163=""""> Sachsen
</address></app-krankenhaus-standort-adresse>","<app-ampel-verfuegbarkeit _ngcontent-ksy-c165="""" _nghost-ksy-c153=""""><span _ngcontent-ksy-c153="""" class=""level-VERFUEGBAR verfuegbarkeit ng-star-inserted"" aria-describedby=""cdk-describedby-message-6"" cdk-describedby-host=""""></span><!----><!----></app-ampel-verfuegbarkeit>","<app-ampel-verfuegbarkeit _ngcontent-ksy-c165="""" _nghost-ksy-c153=""""><span _ngcontent-ksy-c153="""" class=""level-VERFUEGBAR verfuegbarkeit ng-star-inserted"" aria-describedby=""cdk-describedby-message-6"" cdk-describedby-host=""""></span><!----><!----></app-ampel-verfuegbarkeit>","<app-ampel-verfuegbarkeit _ngcontent-ksy-c165="""" _nghost-ksy-c153=""""><span _ngcontent-ksy-c153="""" class=""level-VERFUEGBAR verfuegbarkeit ng-star-inserted"" aria-describedby=""cdk-describedby-message-6"" cdk-describedby-host=""""></span><!----><!----></app-ampel-verfuegbarkeit>",28.06.2020 07:43 Uhr,Kontakte anzeigen
"<app-krankenhaus-standort-adresse _ngcontent-ksy-c165="""" _nghost-ksy-c163=""""><address _ngcontent-ksy-c163=""""><span _ngcontent-ksy-c163="""" class=""ng-star-inserted"">ELBLANDKLINIKUM Radebeul<br _ngcontent-ksy-c163=""""></span><!----> Heinrich-Zille-Straße 13<br _ngcontent-ksy-c163=""""> 01445 Radebeul<br _ngcontent-ksy-c163=""""> Sachsen
</address></app-krankenhaus-standort-adresse>","<app-ampel-verfuegbarkeit _ngcontent-ksy-c165="""" _nghost-ksy-c153=""""><!----></app-ampel-verfuegbarkeit>","<app-ampel-verfuegbarkeit _ngcontent-ksy-c165="""" _nghost-ksy-c153=""""><span _ngcontent-ksy-c153="""" class=""level-VERFUEGBAR verfuegbarkeit ng-star-inserted"" aria-describedby=""cdk-describedby-message-6"" cdk-describedby-host=""""></span><!----><!----></app-ampel-verfuegbarkeit>","<app-ampel-verfuegbarkeit _ngcontent-ksy-c165="""" _nghost-ksy-c153=""""><!----></app-ampel-verfuegbarkeit>",28.06.2020 08:52 Uhr,Kontakte anzeigen
"<app-krankenhaus-standort-adresse _ngcontent-ksy-c165="""" _nghost-ksy-c163=""""><address _ngcontent-ksy-c163=""""><span _ngcontent-ksy-c163="""" class=""ng-star-inserted"">ASKLEPIOS-ASB Klinik Radeberg, Asklepios-ASB Klinik Radeberg<br _ngcontent-ksy-c163=""""></span><!----> Pulsnitzer Straße 60<br _ngcontent-ksy-c163=""""> 01454 Radeberg, Sachsen<br _ngcontent-ksy-c163=""""> Sachsen
</address></app-krankenhaus-standort-adresse>","<app-ampel-verfuegbarkeit _ngcontent-ksy-c165="""" _nghost-ksy-c153=""""><span _ngcontent-ksy-c153="""" class=""level-NICHT_VERFUEGBAR verfuegbarkeit ng-star-inserted"" aria-describedby=""cdk-describedby-message-7"" cdk-describedby-host=""""></span><!----><!----></app-ampel-verfuegbarkeit>","<app-ampel-verfuegbarkeit _ngcontent-ksy-c165="""" _nghost-ksy-c153=""""><span _ngcontent-ksy-c153="""" class=""level-VERFUEGBAR verfuegbarkeit ng-star-inserted"" aria-describedby=""cdk-describedby-message-6"" cdk-describedby-host=""""></span><!----><!----></app-ampel-verfuegbarkeit>","<app-ampel-verfuegbarkeit _ngcontent-ksy-c165="""" _nghost-ksy-c153=""""><!----></app-ampel-verfuegbarkeit>",28.06.2020 02:27 Uhr,Kontakte anzeigen
