Column 1,Column 2,Column 3,Column 4,Column 5,Column 6
,,,,,
,,,,,
"<app-krankenhaus-standort-adresse _ngcontent-asb-c162="""" _nghost-asb-c160=""""><address _ngcontent-asb-c160=""""><span _ngcontent-asb-c160="""" class=""ng-star-inserted"">Städtisches Klinikum Dresden, Städtisches Klinikum Dresden - Standort Friedrichstadt<br _ngcontent-asb-c160=""""></span><!----> Friedrichstraße 41<br _ngcontent-asb-c160=""""> 01067 Dresden<br _ngcontent-asb-c160=""""> Sachsen
</address></app-krankenhaus-standort-adresse>","<app-ampel-verfuegbarkeit _ngcontent-asb-c162="""" _nghost-asb-c150=""""><span _ngcontent-asb-c150="""" class=""level-VERFUEGBAR verfuegbarkeit ng-star-inserted"" aria-describedby=""cdk-describedby-message-6"" cdk-describedby-host=""""></span><!----><!----></app-ampel-verfuegbarkeit>","<app-ampel-verfuegbarkeit _ngcontent-asb-c162="""" _nghost-asb-c150=""""><span _ngcontent-asb-c150="""" class=""level-VERFUEGBAR verfuegbarkeit ng-star-inserted"" aria-describedby=""cdk-describedby-message-6"" cdk-describedby-host=""""></span><!----><!----></app-ampel-verfuegbarkeit>","<app-ampel-verfuegbarkeit _ngcontent-asb-c162="""" _nghost-asb-c150=""""><!----></app-ampel-verfuegbarkeit>",16.07.2020 06:37 Uhr,Kontakte anzeigen
"<app-krankenhaus-standort-adresse _ngcontent-asb-c162="""" _nghost-asb-c160=""""><address _ngcontent-asb-c160=""""><span _ngcontent-asb-c160="""" class=""ng-star-inserted"">Diakonissenkrankenhaus Dresden<br _ngcontent-asb-c160=""""></span><!----> Holzhofgasse 29<br _ngcontent-asb-c160=""""> 01099 Dresden<br _ngcontent-asb-c160=""""> Sachsen
</address></app-krankenhaus-standort-adresse>","<app-ampel-verfuegbarkeit _ngcontent-asb-c162="""" _nghost-asb-c150=""""><span _ngcontent-asb-c150="""" class=""level-VERFUEGBAR verfuegbarkeit ng-star-inserted"" aria-describedby=""cdk-describedby-message-6"" cdk-describedby-host=""""></span><!----><!----></app-ampel-verfuegbarkeit>","<app-ampel-verfuegbarkeit _ngcontent-asb-c162="""" _nghost-asb-c150=""""><span _ngcontent-asb-c150="""" class=""level-VERFUEGBAR verfuegbarkeit ng-star-inserted"" aria-describedby=""cdk-describedby-message-6"" cdk-describedby-host=""""></span><!----><!----></app-ampel-verfuegbarkeit>","<app-ampel-verfuegbarkeit _ngcontent-asb-c162="""" _nghost-asb-c150=""""><!----></app-ampel-verfuegbarkeit>",16.07.2020 06:59 Uhr,Kontakte anzeigen
"<app-krankenhaus-standort-adresse _ngcontent-asb-c162="""" _nghost-asb-c160=""""><address _ngcontent-asb-c160=""""><span _ngcontent-asb-c160="""" class=""ng-star-inserted"">Städtisches Klinikum Dresden, Städtisches Klinikum Dresden - Standort Neustadt/Trachau<br _ngcontent-asb-c160=""""></span><!----> Industriestraße 40<br _ngcontent-asb-c160=""""> 01129 Dresden<br _ngcontent-asb-c160=""""> Sachsen
</address></app-krankenhaus-standort-adresse>","<app-ampel-verfuegbarkeit _ngcontent-asb-c162="""" _nghost-asb-c150=""""><span _ngcontent-asb-c150="""" class=""level-VERFUEGBAR verfuegbarkeit ng-star-inserted"" aria-describedby=""cdk-describedby-message-6"" cdk-describedby-host=""""></span><!----><!----></app-ampel-verfuegbarkeit>","<app-ampel-verfuegbarkeit _ngcontent-asb-c162="""" _nghost-asb-c150=""""><span _ngcontent-asb-c150="""" class=""level-VERFUEGBAR verfuegbarkeit ng-star-inserted"" aria-describedby=""cdk-describedby-message-6"" cdk-describedby-host=""""></span><!----><!----></app-ampel-verfuegbarkeit>","<app-ampel-verfuegbarkeit _ngcontent-asb-c162="""" _nghost-asb-c150=""""><!----></app-ampel-verfuegbarkeit>",15.07.2020 07:55 Uhr,Kontakte anzeigen
"<app-krankenhaus-standort-adresse _ngcontent-asb-c162="""" _nghost-asb-c160=""""><address _ngcontent-asb-c160=""""><span _ngcontent-asb-c160="""" class=""ng-star-inserted"">Herzzentrum Dresden<br _ngcontent-asb-c160=""""></span><!----> Fetscherstraße 76<br _ngcontent-asb-c160=""""> 01307 Dresden<br _ngcontent-asb-c160=""""> Sachsen
</address></app-krankenhaus-standort-adresse>","<app-ampel-verfuegbarkeit _ngcontent-asb-c162="""" _nghost-asb-c150=""""><span _ngcontent-asb-c150="""" class=""level-VERFUEGBAR verfuegbarkeit ng-star-inserted"" aria-describedby=""cdk-describedby-message-6"" cdk-describedby-host=""""></span><!----><!----></app-ampel-verfuegbarkeit>","<app-ampel-verfuegbarkeit _ngcontent-asb-c162="""" _nghost-asb-c150=""""><span _ngcontent-asb-c150="""" class=""level-VERFUEGBAR verfuegbarkeit ng-star-inserted"" aria-describedby=""cdk-describedby-message-6"" cdk-describedby-host=""""></span><!----><!----></app-ampel-verfuegbarkeit>","<app-ampel-verfuegbarkeit _ngcontent-asb-c162="""" _nghost-asb-c150=""""><span _ngcontent-asb-c150="""" class=""level-VERFUEGBAR verfuegbarkeit ng-star-inserted"" aria-describedby=""cdk-describedby-message-6"" cdk-describedby-host=""""></span><!----><!----></app-ampel-verfuegbarkeit>",15.07.2020 13:43 Uhr,Kontakte anzeigen
"<app-krankenhaus-standort-adresse _ngcontent-asb-c162="""" _nghost-asb-c160=""""><address _ngcontent-asb-c160=""""><span _ngcontent-asb-c160="""" class=""ng-star-inserted"">Krankenhaus St. Joseph-Stift Dresden GmbH, Krankenhaus St. Joseph-Stift Dresden<br _ngcontent-asb-c160=""""></span><!----> Wintergartenstraße 15/17<br _ngcontent-asb-c160=""""> 01307 Dresden<br _ngcontent-asb-c160=""""> Sachsen
</address></app-krankenhaus-standort-adresse>","<app-ampel-verfuegbarkeit _ngcontent-asb-c162="""" _nghost-asb-c150=""""><span _ngcontent-asb-c150="""" class=""level-VERFUEGBAR verfuegbarkeit ng-star-inserted"" aria-describedby=""cdk-describedby-message-6"" cdk-describedby-host=""""></span><!----><!----></app-ampel-verfuegbarkeit>","<app-ampel-verfuegbarkeit _ngcontent-asb-c162="""" _nghost-asb-c150=""""><span _ngcontent-asb-c150="""" class=""level-VERFUEGBAR verfuegbarkeit ng-star-inserted"" aria-describedby=""cdk-describedby-message-6"" cdk-describedby-host=""""></span><!----><!----></app-ampel-verfuegbarkeit>","<app-ampel-verfuegbarkeit _ngcontent-asb-c162="""" _nghost-asb-c150=""""><!----></app-ampel-verfuegbarkeit>",16.07.2020 07:38 Uhr,Kontakte anzeigen
"<app-krankenhaus-standort-adresse _ngcontent-asb-c162="""" _nghost-asb-c160=""""><address _ngcontent-asb-c160=""""><span _ngcontent-asb-c160="""" class=""ng-star-inserted"">Universitätsklinikum Carl Gustav Carus an der TU Dresden, Universitätsklinikum Carl Gustav Carus an der TU Dresden, Fetscherstr. 74, 01307 Dresden<br _ngcontent-asb-c160=""""></span><!----> Fetscherstr. 74<br _ngcontent-asb-c160=""""> 01307 Dresden<br _ngcontent-asb-c160=""""> Sachsen
</address></app-krankenhaus-standort-adresse>","<app-ampel-verfuegbarkeit _ngcontent-asb-c162="""" _nghost-asb-c150=""""><span _ngcontent-asb-c150="""" class=""level-VERFUEGBAR verfuegbarkeit ng-star-inserted"" aria-describedby=""cdk-describedby-message-6"" cdk-describedby-host=""""></span><!----><!----></app-ampel-verfuegbarkeit>","<app-ampel-verfuegbarkeit _ngcontent-asb-c162="""" _nghost-asb-c150=""""><span _ngcontent-asb-c150="""" class=""level-VERFUEGBAR verfuegbarkeit ng-star-inserted"" aria-describedby=""cdk-describedby-message-6"" cdk-describedby-host=""""></span><!----><!----></app-ampel-verfuegbarkeit>","<app-ampel-verfuegbarkeit _ngcontent-asb-c162="""" _nghost-asb-c150=""""><span _ngcontent-asb-c150="""" class=""level-VERFUEGBAR verfuegbarkeit ng-star-inserted"" aria-describedby=""cdk-describedby-message-6"" cdk-describedby-host=""""></span><!----><!----></app-ampel-verfuegbarkeit>",16.07.2020 08:34 Uhr,Kontakte anzeigen
"<app-krankenhaus-standort-adresse _ngcontent-asb-c162="""" _nghost-asb-c160=""""><address _ngcontent-asb-c160=""""><span _ngcontent-asb-c160="""" class=""ng-star-inserted"">ELBLANDKLINIKUM Radebeul<br _ngcontent-asb-c160=""""></span><!----> Heinrich-Zille-Straße 13<br _ngcontent-asb-c160=""""> 01445 Radebeul<br _ngcontent-asb-c160=""""> Sachsen
</address></app-krankenhaus-standort-adresse>","<app-ampel-verfuegbarkeit _ngcontent-asb-c162="""" _nghost-asb-c150=""""><!----></app-ampel-verfuegbarkeit>","<app-ampel-verfuegbarkeit _ngcontent-asb-c162="""" _nghost-asb-c150=""""><span _ngcontent-asb-c150="""" class=""level-VERFUEGBAR verfuegbarkeit ng-star-inserted"" aria-describedby=""cdk-describedby-message-6"" cdk-describedby-host=""""></span><!----><!----></app-ampel-verfuegbarkeit>","<app-ampel-verfuegbarkeit _ngcontent-asb-c162="""" _nghost-asb-c150=""""><!----></app-ampel-verfuegbarkeit>",16.07.2020 07:24 Uhr,Kontakte anzeigen
"<app-krankenhaus-standort-adresse _ngcontent-asb-c162="""" _nghost-asb-c160=""""><address _ngcontent-asb-c160=""""><span _ngcontent-asb-c160="""" class=""ng-star-inserted"">ASKLEPIOS-ASB Klinik Radeberg, Asklepios-ASB Klinik Radeberg<br _ngcontent-asb-c160=""""></span><!----> Pulsnitzer Straße 60<br _ngcontent-asb-c160=""""> 01454 Radeberg, Sachsen<br _ngcontent-asb-c160=""""> Sachsen
</address></app-krankenhaus-standort-adresse>","<app-ampel-verfuegbarkeit _ngcontent-asb-c162="""" _nghost-asb-c150=""""><!----></app-ampel-verfuegbarkeit>","<app-ampel-verfuegbarkeit _ngcontent-asb-c162="""" _nghost-asb-c150=""""><span _ngcontent-asb-c150="""" class=""level-VERFUEGBAR verfuegbarkeit ng-star-inserted"" aria-describedby=""cdk-describedby-message-6"" cdk-describedby-host=""""></span><!----><!----></app-ampel-verfuegbarkeit>","<app-ampel-verfuegbarkeit _ngcontent-asb-c162="""" _nghost-asb-c150=""""><!----></app-ampel-verfuegbarkeit>",16.07.2020 11:52 Uhr,Kontakte anzeigen
